race,race_name,stage_number,stage,stage_date,distance,elev_gain,climb_urls,startlist_quality,profile_score,finish_type
race/dauphine/2021,Critérium du Dauphiné,1,race/dauphine/2021/stage-1,2021-05-30,181.8,2308,"['location/cote-de-bergonne', 'location/cote-du-chateau-de-buron', 'location/col-de-la-croix-des-gardes']",790,82,16.6 km solo
race/dauphine/2021,Critérium du Dauphiné,2,race/dauphine/2021/stage-2,2021-05-31,172.8,3224,"['location/col-de-peyra-taillade', 'location/cote-de-la-vachellerie', 'location/cote-d-auvers', 'location/cote-de-la-foret-de-pourcheresse', 'location/cote-de-masset']",790,152,17.3 km solo
race/dauphine/2021,Critérium du Dauphiné,3,race/dauphine/2021/stage-3,2021-06-01,172.2,2096,"['location/cote-dallegre', 'location/col-des-limites']",790,41,Sprint of large group
race/dauphine/2021,Critérium du Dauphiné,4,race/dauphine/2021/stage-4,2021-06-02,16.4,317,[],790,29,Time Trial
race/dauphine/2021,Critérium du Dauphiné,5,race/dauphine/2021/stage-5,2021-06-03,175.4,2209,"['location/cote-du-planil', 'location/cote-de-la-sizeranne', 'location/cote-de-hauterives', 'location/col-de-barbe-bleue', 'location/cote-du-montrebut']",790,93,0.95 km solo
race/dauphine/2021,Critérium du Dauphiné,6,race/dauphine/2021/stage-6,2021-06-04,167.2,2706,"['location/col-de-la-placette', 'location/col-de-porte', 'location/cote-de-la-frette', 'location/le-sappey-en-chartreuse']",790,203,Sprint of small group
race/dauphine/2021,Critérium du Dauphiné,7,race/dauphine/2021/stage-7,2021-06-05,171.1,4163,"['location/cote-de-venthon', 'location/col-du-pre', 'location/cormet-de-roselend', 'location/la-plagne']",790,368,4.7 km solo
race/dauphine/2021,Critérium du Dauphiné,8,race/dauphine/2021/stage-8,2021-06-06,147.0,4190,"['location/cote-desserts-blay', 'location/cote-d-hery-sur-ugine', 'location/col-des-aravis', 'location/col-de-la-colombiere', 'location/cote-de-chatillon-sur-cluses', 'location/col-de-joux-plane']",790,304,27.5 km solo
race/dauphine/2022,Critérium du Dauphiné,1,race/dauphine/2022/stage-1,2022-06-05,191.8,2473,"['location/col-de-leyrisse', 'location/cote-des-baraques-saint-apollinaire-de-rias', 'location/cote-du-chambon-de-bavas']",789,74,Sprint of large group
race/dauphine/2022,Critérium du Dauphiné,2,race/dauphine/2022/stage-2,2022-06-06,169.8,2956,"['location/col-de-desaignes', 'location/cote-de-saint-agreve', 'location/col-de-mezilhac', 'location/cote-de-rohac']",789,91,Sprint of small group
race/dauphine/2022,Critérium du Dauphiné,3,race/dauphine/2022/stage-3,2022-06-07,169.0,2707,"['location/cote-de-saint-vert', 'location/cote-de-besse-en-chandesse', 'location/chastreix-sancy']",789,140,Sprint of small group
race/dauphine/2022,Critérium du Dauphiné,4,race/dauphine/2022/stage-4,2022-06-08,31.9,96,[],789,1,Time Trial
race/dauphine/2022,Critérium du Dauphiné,5,race/dauphine/2022/stage-5,2022-06-09,162.3,1991,"['location/col-des-ecorbans', 'location/cote-de-dun', 'location/col-du-bois-clair', 'location/cote-de-vergisson']",789,60,Sprint of large group
race/dauphine/2022,Critérium du Dauphiné,6,race/dauphine/2022/stage-6,2022-06-10,196.5,2958,"['location/cote-de-sainte-eulalie-en-royans', 'location/cote-des-grands-goulets', 'location/col-de-rousset', 'location/col-de-cabre']",789,74,0.7 km solo
race/dauphine/2022,Critérium du Dauphiné,7,race/dauphine/2022/stage-7,2022-06-11,134.8,3828,"['location/col-du-galibier', 'location/col-de-la-croix-de-fer', 'location/vaujany']",789,311,5.7 km solo
race/dauphine/2022,Critérium du Dauphiné,8,race/dauphine/2022/stage-8,2022-06-12,138.8,3782,"['location/col-de-plainpalais', 'location/col-de-leschaux', 'location/col-de-la-colombiere', 'location/plateau-de-solaison']",789,375,Other
race/dauphine/2023,Critérium du Dauphiné,1,race/dauphine/2023/stage-1,2023-06-04,158.0,2753,"['location/cote-du-mont-dore', 'location/montee-de-la-stele', 'location/cote-du-rocher-de-l-aigle']",781,119,Sprint of large group
race/dauphine/2023,Critérium du Dauphiné,2,race/dauphine/2023/stage-2,2023-06-05,167.3,2865,"['location/col-de-toutee', 'location/col-des-fourches-puy-de-dome', 'location/cote-des-guetes']",781,100,Sprint of large group
race/dauphine/2023,Critérium du Dauphiné,3,race/dauphine/2023/stage-3,2023-06-06,194.1,2089,"['location/cote-de-bellevue-la-montagne', 'location/cote-de-pinay']",781,44,Sprint of large group
race/dauphine/2023,Critérium du Dauphiné,4,race/dauphine/2023/stage-4,2023-06-07,31.1,408,[],781,20,Time Trial
race/dauphine/2023,Critérium du Dauphiné,5,race/dauphine/2023/stage-5,2023-06-08,191.1,2018,"['location/cote-de-chateau-chalon', 'location/cote-d-ivory', 'location/cote-de-thesy']",781,98,15.8 km solo
race/dauphine/2023,Critérium du Dauphiné,6,race/dauphine/2023/stage-6,2023-06-09,170.2,3406,"['location/cote-de-clermont-en-genevois', 'location/col-des-aravis', 'location/cote-de-notre-dame-de-bellecombe', 'location/crest-voland-cohennoz']",781,243,Sprint à deux
race/dauphine/2023,Critérium du Dauphiné,7,race/dauphine/2023/stage-7,2023-06-10,147.9,4015,"['location/col-de-la-madeleine', 'location/col-du-mollard', 'location/col-de-la-croix-de-fer']",781,312,5.3 km solo
race/dauphine/2023,Critérium du Dauphiné,8,race/dauphine/2023/stage-8,2023-06-11,152.8,4160,"['location/col-de-pinet', 'location/col-des-mouilles', 'location/col-du-granier', 'location/col-du-cucheron', 'location/col-de-porte', 'location/bastille-grenoble']",781,328,20 km solo
